Date,Item,Total Cost,Frequency,Min Price,Max Price
2024-03-19,SYRUP MOLASSES CQ,$19.79,1,$19.79,$19.79
2024-03-19,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-03-19,PD CARROT JMBO 25#,$50.37,3,$16.79,$16.79
2024-03-19,PD BEET SK 25 LB,$44.30,2,$22.15,$22.15
2024-03-19,PD BROC CROWNS DW,$72.00,4,$18.00,$18.00
2024-03-19,PD CELERY BULK,$22.20,1,$22.20,$22.20
2024-03-19,PD SQUASH ITALN MD,$39.76,4,$9.94,$9.94
2024-03-19,CONT SOUP CMB SC24,$38.36,1,$38.36,$38.36
2024-03-19,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2024-03-19,BEAN BLACK,$18.53,1,$18.53,$18.53
2024-03-19,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-03-19,CONT SOUP CMB SC12,$55.88,2,$27.94,$27.94
2024-03-19,FSH SALM PINK 6Z,$41.93,1,$41.93,$41.93
2024-03-19,CHX LEG QTR SM,$80.40,3,$26.80,$26.80
2024-03-19,CHX BRST JMB,$453.60,6,$75.60,$75.60
2024-03-19,CHILI DICED,$34.61,1,$34.61,$34.61
2024-03-19,VINEGR WINE RED    1GL,$10.02,1,$10.02,$10.02
2024-03-19,PD POTATO RED A #2,$45.52,2,$22.76,$22.76
2024-03-19,BF INS RDN XT CH   R/W,$334.90,2,$-15.76,$350.66
2024-03-19,SHRP P&D TO 16-20,$45.00,1,$45.00,$45.00
2024-03-19,Sub-Total,$1601.43,1,$1601.43,$1601.43
2024-03-19,Tax,$138.12,1,$138.12,$138.12
2024-03-19,Total,$1739.55,1,$1739.55,$1739.55
2024-03-19,DEBIT    6866,$1739.55,1,$1739.55,$1739.55
2024-03-19,Balance,$0.00,1,$0.00,$0.00
2023-07-25,PD SQUASH ITALN MD,$28.84,4,$-5.00,$19.42
2023-07-25,PD CARROT JMBO 25#,$30.94,4,$-3.50,$18.97
2023-07-25,PDU GINGER FR 5LBS,$14.88,2,$-14.88,$29.76
2023-07-25,PD RADISH SACK 25#,$27.98,2,$-11.99,$39.97
2023-07-25,TOWEL TERRY 75CT   75CT,$28.76,1,$28.76,$28.76
2023-07-25,DAWN ORIGINAL PUMP,$16.35,4,$-124.26,$62.13
2023-07-25,WINE CKING SHERRY  4/1GL,$19.99,1,$19.99,$19.99
2023-07-25,CHX HAL BRST JMB,$168.00,3,$56.00,$56.00
2023-07-25,FSH TUNA AHI LOIN,$179.70,1,$179.70,$179.70
2023-07-25,QUINOA WHITE       5#,$47.26,2,$23.63,$23.63
2023-07-25,CONT SOUP CMB SC12,$29.62,1,$29.62,$29.62
2023-07-25,HONEY EXTRA LT AMB,$86.88,1,$86.88,$86.88
2023-07-25,GLOVE NITRILE LRG,$35.99,1,$35.99,$35.99
2023-07-25,CONT SOUP CMB SC24,$38.27,1,$38.27,$38.27
2023-07-25,"QLT FRY PAN CTD    14""",$136.38,3,$45.46,$45.46
2023-07-25,PD CABB GREEN SACK,$17.23,1,$17.23,$17.23
2023-07-25,BF CHUCK ROLL SEL  R/W,$271.51,2,$-13.18,$284.69
2023-07-25,FSH SALM CHUM 6Z,$58.90,1,$58.90,$58.90
2023-07-25,Sub-Total,$1237.48,1,$1237.48,$1237.48
2023-07-25,Tax,$106.73,1,$106.73,$106.73
2023-07-25,Total,$1344.21,1,$1344.21,$1344.21
2023-07-25,MC/VISA  6866,$1324.90,1,$1324.90,$1324.90
2023-07-25,Balance,$19.31,1,$19.31,$19.31
2023-02-27,PD STRAWBERRY NATL,$9.50,2,$4.75,$4.75
2023-02-27,TOWEL TERRY 75CT   75CT,$24.96,1,$24.96,$24.96
2023-02-27,VINEGR WINE RED    1GL,$9.49,1,$9.49,$9.49
2023-02-27,PD PPR JALAPENO CS,$41.43,1,$41.43,$41.43
2023-02-27,BF INS RND XT SEL  R/W,$461.58,3,$-14.91,$238.64
2023-02-27,FRY PAN COATED 14I,$114.60,3,$38.20,$38.20
2023-02-27,VALENTINA BLACK,$24.16,1,$24.16,$24.16
2023-02-27,CHX HAL LEG QTR SM,$76.80,3,$25.60,$25.60
2023-02-27,CHX HAL BRST JMB,$486.40,8,$60.80,$60.80
2023-02-27,Sub-Total,$1248.92,1,$1248.92,$1248.92
2023-02-27,Tax,$107.72,1,$107.72,$107.72
2023-02-27,Total,$1356.64,1,$1356.64,$1356.64
2023-02-27,DEBIT    0445,$1356.64,1,$1356.64,$1356.64
2023-02-27,Balance,$0.00,1,$0.00,$0.00
2024-04-09,BF INS RND XT SEL  R/W,$371.11,3,$-19.43,$308.73
2024-04-09,FSH SALM PINK 6Z,$41.93,1,$41.93,$41.93
2024-04-09,DAWN ORIGINAL PUMP,$16.40,1,$16.40,$16.40
2024-04-09,BEAN BLACK,$19.22,1,$19.22,$19.22
2024-04-09,PD SQUASH ITALN MD,$39.96,4,$9.99,$9.99
2024-04-09,CHX LEG QTR SM,$79.20,3,$26.40,$26.40
2024-04-09,PD BROC CROWNS DW,$63.81,3,$21.27,$21.27
2024-04-09,SHRP P&D TO 16-20,$53.74,1,$53.74,$53.74
2024-04-09,FSH TUNA AHI LOIN,$179.70,1,$179.70,$179.70
2024-04-09,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2024-04-09,PD ONION YEL JBO,$28.75,1,$28.75,$28.75
2024-04-09,PD CELERY BULK,$27.31,1,$27.31,$27.31
2024-04-09,Sub-Total,$967.21,1,$967.21,$967.21
2024-04-09,Tax,$83.42,1,$83.42,$83.42
2024-04-09,Total,$1050.63,1,$1050.63,$1050.63
2024-04-09,DEBIT    6866,$1050.63,1,$1050.63,$1050.63
2024-04-09,Balance,$0.00,1,$0.00,$0.00
2023-03-10,QUINOA WHITE       5#,$70.89,3,$23.63,$23.63
2023-03-10,PD CABB GREEN SACK,$14.88,1,$14.88,$14.88
2023-03-10,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-03-10,TOWEL TERRY 75CT   75CT,$24.96,1,$24.96,$24.96
2023-03-10,PD POTATO RED A #2,$39.80,2,$19.90,$19.90
2023-03-10,PD BROC CROWNS DW,$142.94,7,$20.42,$20.42
2023-03-10,PD CARROT JMBO 25#,$18.90,2,$9.45,$9.45
2023-03-10,BF INS RND XT SEL  R/W,$307.36,2,$-18.98,$326.34
2023-03-10,Sub-Total,$637.37,1,$637.37,$637.37
2023-03-10,Tax,$54.97,1,$54.97,$54.97
2023-03-10,Total,$692.34,1,$692.34,$692.34
2023-03-10,DEBIT    0445,$692.34,1,$692.34,$692.34
2023-03-10,Balance,$0.00,1,$0.00,$0.00
2023-09-12,PD CARROT JMBO 25#,$41.62,2,$20.81,$20.81
2023-09-12,DAWN ORIGINAL PUMP,$16.40,1,$16.40,$16.40
2023-09-12,PD CELERY BULK,$25.81,1,$25.81,$25.81
2023-09-12,PD POTATO RED A #2,$52.70,2,$26.35,$26.35
2023-09-12,PD BROC CROWNS DW,$40.40,2,$20.20,$20.20
2023-09-12,PD LIMES 200CT,$44.23,1,$44.23,$44.23
2023-09-12,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2023-09-12,PD YAM JEWEL JBO,$19.75,1,$19.75,$19.75
2023-09-12,PD SQUASH ITALN MD,$51.06,2,$25.53,$25.53
2023-09-12,PD BRUSSEL SPROUT,$71.24,1,$71.24,$71.24
2023-09-12,PD CABB GREEN SACK,$41.06,2,$20.53,$20.53
2023-09-12,PD BERRY BLACK 6OZ,$28.13,2,$-23.02,$51.15
2023-09-12,MOP MAXICLEAN GRN,$8.74,1,$8.74,$8.74
2023-09-12,Sub-Total,$487.22,1,$487.22,$487.22
2023-09-12,Tax,$42.02,1,$42.02,$42.02
2023-09-12,Total,$529.24,1,$529.24,$529.24
2023-09-12,DEBIT    6866,$529.24,1,$529.24,$529.24
2023-09-12,Balance,$0.00,1,$0.00,$0.00
2023-10-10,PD SQUASH ITALN MD,$25.47,1,$25.47,$25.47
2023-10-10,BF INS RND XT SEL  R/W,$295.50,2,$-15.00,$310.50
2023-10-10,CHX BRST JMB,$372.00,6,$62.00,$62.00
2023-10-10,SALT IODIZED ROUND,$14.48,1,$14.48,$14.48
2023-10-10,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2023-10-10,PD BROC CROWNS DW,$21.11,1,$21.11,$21.11
2023-10-10,Sub-Total,$748.73,1,$748.73,$748.73
2023-10-10,Tax,$64.58,1,$64.58,$64.58
2023-10-10,Total,$813.31,1,$813.31,$813.31
2023-10-10,DEBIT    6866,$813.31,1,$813.31,$813.31
2023-10-10,Balance,$0.00,1,$0.00,$0.00
2023-02-27,PD BROC CROWNS DW,$122.46,1,$122.46,$122.46
2023-02-27,PD CARROT JMBO 25#,$24.08,1,$24.08,$24.08
2023-02-27,PD CABB GREEN SACK,$18.93,1,$18.93,$18.93
2023-02-27,PD POTATO RED A #2,$81.27,1,$81.27,$81.27
2023-02-27,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-02-27,PD SQUASH ITALN MD,$52.36,1,$52.36,$52.36
2023-02-27,TOM SAUCE HUNTS,$36.34,1,$36.34,$36.34
2023-02-27,TOM PETITE DICED,$28.48,1,$28.48,$28.48
2023-02-27,Sub-Total,$381.56,1,$381.56,$381.56
2023-02-27,Tax,$32.91,1,$32.91,$32.91
2023-02-27,Total,$414.47,1,$414.47,$414.47
2023-02-27,DEBIT    0445,$414.47,1,$414.47,$414.47
2023-02-27,Balance,$0.00,1,$0.00,$0.00
2023-10-31,SHRP P&D TO 26-30,$39.90,1,$39.90,$39.90
2023-10-31,CHX LEG QTR SM,$48.00,2,$24.00,$24.00
2023-10-31,BF INS RND XT SEL  R/W,$311.26,2,$-15.80,$327.06
2023-10-31,CHX BRST JMB,$246.00,5,$49.20,$49.20
2023-10-31,BLEACH AROCEP GERM 128Z,$19.99,1,$19.99,$19.99
2023-10-31,PD PINEAPPLE LGE,$11.09,2,$-9.08,$20.17
2023-10-31,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2023-10-31,PD CARROT JMBO 25#,$108.20,4,$27.05,$27.05
2023-10-31,PD CABB GREEN SACK,$19.47,1,$19.47,$19.47
2023-10-31,PD SQUASH ITALN MD,$45.36,1,$45.36,$45.36
2023-10-31,PD POTATO RED A #2,$50.44,2,$25.22,$25.22
2023-10-31,PD YAM JEWEL JBO,$22.87,1,$22.87,$22.87
2023-10-31,GLOVE VNL LG PF,$38.50,1,$38.50,$38.50
2023-10-31,PD BRUSSEL SPROUT,$61.82,1,$61.82,$61.82
2023-10-31,PD BROC CROWNS DW,$44.33,2,$-19.00,$63.33
2023-10-31,PD BEET SK 25 LB,$16.72,2,$-7.17,$23.89
2023-10-31,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2023-10-31,Sub-Total,$1159.72,1,$1159.72,$1159.72
2023-10-31,Tax,$100.03,1,$100.03,$100.03
2023-10-31,Total,$1259.75,1,$1259.75,$1259.75
2023-10-31,DEBIT    6866,$1259.75,1,$1259.75,$1259.75
2023-10-31,Balance,$0.00,1,$0.00,$0.00
2023-09-19,CONT SOUP CMB SC12,$89.07,3,$29.69,$29.69
2023-09-19,CONT SOUP CMB SC16,$28.99,1,$28.99,$28.99
2023-09-19,CHX HAL LEG QTR SM,$80.40,3,$26.80,$26.80
2023-09-19,MILK COCONUT CHAOK 6/#10,$63.50,1,$63.50,$63.50
2023-09-19,FRY PAN COATED 14I,$118.98,3,$39.66,$39.66
2023-09-19,PD ONION YEL JBO,$19.46,3,$-19.46,$19.46
2023-09-19,SYRUP MOLASSES CQ,$22.11,2,$-18.09,$40.20
2023-09-19,Sub-Total,$422.51,1,$422.51,$422.51
2023-09-19,Tax,$36.44,1,$36.44,$36.44
2023-09-19,Total,$458.95,1,$458.95,$458.95
2023-09-19,DEBIT    6866,$458.95,1,$458.95,$458.95
2023-09-19,Balance,$0.00,1,$0.00,$0.00
2024-01-16,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2024-01-16,SPC GARLIC GRAN    7#,$24.31,1,$24.31,$24.31
2024-01-16,WELCHS FRUIT SNACK 2.25OZ,$17.31,4,$-31.47,$31.47
2024-01-16,DAWN HVY DTY PUMP  1GAL,$25.67,1,$25.67,$25.67
2024-01-16,CHX BRST JMB,$274.00,5,$54.80,$54.80
2024-01-16,CHX LEG QTR SM,$73.20,3,$24.40,$24.40
2024-01-16,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-01-16,BF INS RND XT SEL  R/W,$196.10,2,$-13.34,$209.44
2024-01-16,PD MUSH MEDIUM 10#,$26.08,2,$-21.34,$47.42
2024-01-16,PD SQUASH ITALN MD,$86.12,2,$-36.91,$123.03
2024-01-16,PD CABB GREEN SACK,$18.72,1,$18.72,$18.72
2024-01-16,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2024-01-16,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2024-01-16,SHRP P&D TO 16-20,$48.90,1,$48.90,$48.90
2024-01-16,CONT SOUP CMB SC16,$31.32,1,$31.32,$31.32
2024-01-16,PD POTATO RED A #2,$46.62,2,$23.31,$23.31
2024-01-16,PD CELERY BULK,$29.67,1,$29.67,$29.67
2024-01-16,PD BROC CROWNS DW,$42.34,2,$21.17,$21.17
2024-01-16,PD YAM JEWEL JBO,$18.57,1,$18.57,$18.57
2024-01-16,PD PPR JALAPENO 5#,$5.48,1,$5.48,$5.48
2024-01-16,PD CARROT JMBO 25#,$29.62,2,$14.81,$14.81
2024-01-16,MOP CTN EXT HVY,$9.92,1,$9.92,$9.92
2024-01-16,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2024-01-16,Sub-Total,$1157.66,1,$1157.66,$1157.66
2024-01-16,Tax,$99.85,1,$99.85,$99.85
2024-01-16,Total,$1257.51,1,$1257.51,$1257.51
2024-01-16,DEBIT    6866,$1078.01,1,$1078.01,$1078.01
2024-01-16,Balance,$179.50,1,$179.50,$179.50
2023-03-20,PD BERRY BLACK 6OZ,$34.94,1,$34.94,$34.94
2023-03-20,TOM SUNDRY JULIENN 5LB,$16.60,1,$16.60,$16.60
2023-03-20,SPC THYME          2LB,$18.90,1,$18.90,$18.90
2023-03-20,PD HRB DILL 1LB,$6.67,1,$6.67,$6.67
2023-03-20,PD HRB MINT,$5.83,1,$5.83,$5.83
2023-03-20,PD HRB THYME 1LB,$6.37,1,$6.37,$6.37
2023-03-20,PD HRB BASIL 1LB,$11.66,2,$5.83,$5.83
2023-03-20,PD CUCUMBER HH BLK,$29.85,1,$29.85,$29.85
2023-03-20,SP ITALIAN SEASNG  2LB,$25.21,1,$25.21,$25.21
2023-03-20,VINEGAR CIDER 4%   1GL,$6.96,1,$6.96,$6.96
2023-03-20,VINEGR WINE RED    1GL,$18.98,2,$9.49,$9.49
2023-03-20,SALT KOSHER MRTON,$40.48,1,$40.48,$40.48
2023-03-20,PD CARROT JMBO 25#,$12.04,1,$12.04,$12.04
2023-03-20,TOWEL TERRY 75CT   75CT,$28.76,1,$28.76,$28.76
2023-03-20,GLOVE NITRILE MED,$39.50,1,$39.50,$39.50
2023-03-20,GRAPESEED OIL 100%,$79.99,1,$79.99,$79.99
2023-03-20,PD MUSH SMALL 10LB,$24.62,2,$-8.21,$32.83
2023-03-20,PD MUSH CRIMINI 5#,$13.52,2,$-4.50,$18.02
2023-03-20,CHILI DICED,$33.14,1,$33.14,$33.14
2023-03-20,Sub-Total,$454.02,1,$454.02,$454.02
2023-03-20,Tax,$39.16,1,$39.16,$39.16
2023-03-20,Total,$493.18,1,$493.18,$493.18
2023-03-20,DEBIT    0445,$493.18,1,$493.18,$493.18
2023-03-20,Balance,$0.00,1,$0.00,$0.00
2024-05-06,PD BROC CROWNS DW,$41.49,2,$-13.83,$55.32
2024-05-06,Sub-Total,$41.49,1,$41.49,$41.49
2024-05-06,Tax,$3.58,1,$3.58,$3.58
2024-05-06,Total,$45.07,1,$45.07,$45.07
2024-05-06,DEBIT    6866,$45.07,1,$45.07,$45.07
2024-05-06,Balance,$0.00,1,$0.00,$0.00
2023-04-30,CHX LEG QTR SM,$52.00,6,$-26.00,$26.00
2023-04-30,CHX HAL BRST JMB,$393.60,6,$65.60,$65.60
2023-04-30,BF INS RND XT SEL  R/W,$482.07,3,$-15.79,$265.46
2023-04-30,Sub-Total,$927.67,1,$927.67,$927.67
2023-04-30,Tax,$80.01,1,$80.01,$80.01
2023-04-30,Total,$1007.68,1,$1007.68,$1007.68
2023-04-30,DEBIT    0445,$1007.68,1,$1007.68,$1007.68
2023-04-30,Balance,$0.00,1,$0.00,$0.00
